Item	Category
 “Πνοή μες στην Ψυχή” – Ποιητική συλλογή της Άννα-Μαρία Θεοχαροπούλου 	poem
 “Με γράφουν στην ταυτότητα Σταύρο Καραμανιώλα” – Ποιητική συλλογή 	poem
 “Mine” – Ποιητική συλλογή του Paul Cendrier 	poem
 “Ο Αναβάτης” – Ποιητική συλλογή του Ευθύμιου-Ραφαήλ Αγγελή 	poem
 “Φιλοσοποιήματα (2)” – Συλλογή του Σαράντη Σαραντόπουλου 	poem
 “Φιλοσοποιήματα (1)” – Συλλογή του Σαράντη Σαραντόπουλου 	poem
 “Ο ήλιος της σκιάς μου” – Ποιητική συλλογή του Βασίλειου Κάππα 	poem
 “Μέλη με μέλι” – Ποιητική συλλογή του Βασίλειου Κάππα 	poem
 “Ράβδοι πλαστελίνης” – Ποιητική συλλογή της Ιωάννας Πιτσιλλή 	poem
 “Μια μπουνιά κι ένα φιλί” – Ποιητική συλλογή του Βασίλειου Κάππα 	poem
 “Ανοίγοντας παλιά συρτάρια” – Ποιητική συλλογή του Βασίλειου Κάππα 	poem
 “Καρπούζια στο κατώι” – Συλλογή του Γ. Κατσάκου 	poem
 “Μια παιδική εποχή – Αναπόληση του αγνού” – Ποιητική  συλλογή του Βασίλειου Κάππα 	poem
 “16 αριθμοί και 24 γράμματα” – Ποιητική συλλογή του Δημήτριου Γκόγκα 	poem
 “Σε μία Olympia Traveller ’79” – Ποιητικό μανιφέστο του Μιχάλη Κατράκη 	poem
 “Ελεύθερες εξορίες” – Ποιητική συλλογή του Ηλία Τσέχου 	poem
 “Ποιήματα 1942-1946” – Συλλογή του Τάκη Κουφόπουλου 	poem
 “Διχθά” – Ποιητική συλλογή του Τάκη Κουφόπουλου 	poem
 “Ξεψαχνίζοντας το παρελθόν” – Ποιητική συλλογή του Βασίλειου Κάππα 	poem
 “Σπασμένα φεγγάρια” – Ποιητική συλλογή του Νικόλα Χουέρβου 	poem
 “Φαινομενολογία Του Γυμνού Πνεύματος” – Ποιητική συλλογή  του Αντώνη Αντωνάκου 	poem
 “Ένα φεγγάρι κοιτάζει απ’ το παράθυρο” – Ποιητική συλλογή του Σάκη Αθανασιάδη 	poem
 “Ζωολόγιον θηλυκών και άλλων πλασμάτων” – Ποιητική συλλογή του  Αντώνη Αντωνάκου 	poem
 “Στιγμές από το ρεπερτόριο του θανάτου” – Ποιητική συλλογή του Θοδωρή Βοριά 	poem
 “Ονειρικές Ακολουθίες” – Ποιητική συλλογή της Παγώνας Παρασύρη 	poem
 “Οι Κωπηλάτες” – Ποιητική συλλογή του Χρήστου Ε. Δημάκη 	poem
 “Χειμερινή ισημερία” – Ποιητική συλλογή του Νίκου Σουβατζή 	poem
 “Αυτεπίστροφο” – Ποιητική συλλογή του Σπύρου Σ. Βουτσινά 	poem
 “Το τρίτο ρεύμα – Ποιητική” – Αρχείο οπτικής Ποίησης Ελλήνων &  Ξένων Λογοτεχνών 	poem
 “Σχέδιο Γ” – Ποιητικές δοκιμές του Ιωάννη Αναγνώστη 	poem
 «Λύρα» & «Τα Λυρικά» – Ωδές του Ανδρέα Κάλβου 	poem
 “Η Φοινικιά” – Ποίημα του Κωστή Παλαμά 	poem
 “Αλγοσαρωνικός” – Ποιητική συλλογή του Βασίλη Ντόκου 	poem
 “Τα άλεκτα του Αλέξανδρου” – Ποιητική συλλογή του Βασίλη Ντόκου 	poem
 “Κυλιόμενο φως” – Ποιητική συλλογή του Βασίλη Ντόκου 	poem
 “Οι καλύτερες προθέσεις” – Ποιητική συλλογή του Βασίλη Ντόκου 	poem
 “Ράμπο, όπως Ρεμπώ” – Ποιητική συλλογή του Βασίλη Ντόκου 	poem
 “Μεταποίηση” – Ποιητική συλλογή του Βασίλη Ντόκου 	poem
 “Ο Άγνωστος Ταξιδιώτης” – Ποιητική συλλογή του Αντώνιου Σάραγκα 	poem
 “Ασκήσεις συναισθήματος” – Ποιητική συλλογή του Γιάννη Τόλια 	poem
 “Ο κοινός μας γνωστός” – Ποιητική συλλογή του Νίκου Χαλκίδη 	poem
 “Τραγούδια του χαμένου δυόσμου” – Ποιητική συλλογή της Έλλης Παιονίδου 	poem
 “Κλεψύδρα” – Ποιητική συλλογή της Έλλης Παιονίδου 	poem
 “Ονειρεμένος Πόλεμος” – Ποιητική συλλογή του Χρήστου Διαμαντή 	poem
 “Wstawac, όταν η Ιστορία απελευθερώνει” – Ποιητική συλλογή  του Θανάση Τριαρίδη 	poem
 “Aντιχαιρετισμός” – Ποιητική συλλογή του Κωνσταντίνου Ποζουκίδη 	poem
 “Λυδία” – Ποιητική συλλογή του Θανάση Φωτιάδη 	poem
 “Ο κύκλος της καταγγελίας” – Ποιητική συλλογή της Έλλης Παιονίδου 	poem
 “Κι εσύ το είδες” – Ένα ποίημα, σαράντα ποιητές 	poem
 “Codepoem: Επιδρομή Στην Πόλη” – Ποιητική συλλογή 	poem
 “Ολονυκτία της Αφροδίτης” – Ποίηση σε απόδοση Βασίλη Λαλιώτη 	poem
 “Μικρά όνειρα και μια αναφορά στην Αρσινόη” – Ποιητική συλλογή του  Κώστα Κωνσταντινίδη 	poem
 “Στην Χώρα Των Τραυμάτων” – Σουρεαλιστική συλλογή ποιημάτων  της Μαρίας Χαλλούμι 	poem
 “Διάθεση Ημέρας” – Ποιητική συλλογή του Βάσου Γεώργα 	poem
 “Εκύκλωσαν, αι του βιου με ζάλαι” – Ποιητική συλλογή του Γιάννη Τσίγκρα 	poem
 “Του Αποπλανητή” – Ποιητική συλλογή Ανωνύμου 	poem
 “Κατηγορώ” – Ποιητική συλλογή του Γιώργου Σ. Κόκκινου 	poem
 “Φυγείν εστί” – Ποιητική συλλογή του Γιώργου Σ. Κόκκινου 	poem
 “Παντός καιρού” – Ποιητική συλλογή του Δημήτριου Γκόγκα 	poem
"Ποιήματα" - Ασημίνα Ξηρογιάννη	poem
 “Πάνω Δεξιά” – Ποιητική συλλογή του Βασίλη Λαλιώτη 	poem
 “Φρουρός της λύπης μου” – Ποιητική συλλογή της Κατερίνας Αγυιώτη 	poem
 “Τα φιλιά” – Ποιητική συλλογή του Βασίλη Λαλιώτη 	poem
 “Το τελευταίο σκοτάδι” – Ποιητική συλλογή του Νικόλα Χουέρβου 	poem
 “Ο δαίμονας που με κατοικεί” – Ποιητική συλλογή του Νικόλα Χουέρβου 	poem
 “Στου έρωτα κοιτίδα” – Ποιητική συλλογή του Γεράσιμου Μοσχόπουλου 	poem
 “Το ημερολόγιο της μπλε κουβέρτας” – Ποιητική συλλογή της Αθανασίας  Δρακοπούλου 	poem
 “Ποιος είπε πως οι λέξεις δεν ονειροβατούν;” – Ποιητική συλλογή της  Κωνσταντίνας Γερονικάκη 	poem
"Κηφισιά" - Σωτήρης Παστάκας	poem
 “Δώδεκα άτακτα κιβώτια” – Ποιητική συλλογή του Βασίλη Κάρδαρη 	poem
 “Διασπορά” – Ποιητική συλλογή του Γιώργου Καρτάκη 	poem
 “Παραλειπόμενα” – Ποιητική συλλογή του Νίκου Βαραλή 	poem
 “Κρίσιμες σιωπές” – Ποιητική συλλογή του Βασίλη Σιουζουλή 	poem
 “Σε διαδικασία εξομάλυνσης” – Ποιητική συλλογή του Λεωνίδα Χ. Μπόμπα 	poem
 “Φιλί στον κοχλία” – Συλλογική ποίηση 	poem
 “Έρωτας μικρού μήκους” – Συλλογή του Γιώργου Χαντζή 	poem
 «Τερατούργημα» – Ποιητική συλλογή του Γιώργου Μπλάνα 	poem
"Επεισόδιο" - Ένα πολιτικό ποίημα του Γιώργου Μπλάνα	poem
"Η απάντησή του" - Γιώργος Μπλάνας	poem
 «Η Ζωή Κολυμπά Σαν Φάλαινα Ανύποπτη Πριν Τη Σφαγή» –  Ποιητική συλλογή του Γιώργου Μπλάνα 	poem
 «Η Αναπόφευκτη Ανθηρότητά σου» – Ποιητική συλλογή του Γιώργου Μπλάνα 	poem
"Νύχτα" - Γιώργος Μπλάνας	poem
 “Ευλύγιστες Μελαγχολίες” – Ποιητική συλλογή του Ντέμη Κωνσταντινίδη 	poem
 “Οιμωγές” – Ποιητική συλλογή του Βάιου Νικιώτη 	poem
 “Τιττυβισμοί” – Ποιητική συλλογή του Βασίλη Λαλιώτη 	poem
 “Πέρασμα στον Υδάσπη” – Ποιητική συλλογή του Κώστα Πουλιανίτη 	poem
 “Μηνολόγιον” – Ποιητική συλλογή του Κώστα Πουλιανίτη 	poem
 “Καθ’ οδόν ορά” – Ποιητική συλλογή του Κώστα Πουλιανίτη 	poem
 “Φυτολόγιο” – Ποιητική συλλογή του Paul Cendrier 	poem
 “Occasional Butterfly” – Ποιητική συλλογή του Paul Cendrier 	poem
 “Αλάνυα” – Ποιητική συλλογή του Paul Cendrier 	poem
 “Να έρχεσαι” – Ποιητική συλλογή της Στέλλας Βλαχογιάννη 	poem
 “Λόγοι Χ Αμερικής” – Ποιητική συλλογή του Γιώργου Αναγνώστου 	poem
“Ο εαυτός ήχος” – Ποιητική συλλογή του Γιώργου Γέργου	poem
 “Εκφράσεις” – Ποιητική συλλογή του Βασίλη Λαλιώτη 	poem
 “Εφτά Σ’ Αγαπώ με Τίτλους του Τσετ Μπέικερ” – Ποιήματα του Βασίλη Λαλιώτη 	poem
 “Κούκου Νιάου” – Ποιητική συλλογή του Θεόδωρου Μπασιάκου 	poem
"Καπνός και έρωτας" - Σταφανί Κειρούζ	poem
 “Ωδή των Πετεινών” – Ποιητική συλλογή του Βασίλη Δασκαλάκη 	poem
 “Ζωή στη δίνη” – Συλλογή ποιημάτων του Χρήστου Γεωργιάδη 	poem
 “Τελεστήρια” – Ποιητική συλλογή του Βασίλη Λαλιώτη 	poem
 “Ποιητικώς Υπάρχειν” – Ποιητική συλλογή του Πάνου Α. Ζέρβα 	poem
 “Εκκρεμότητα” – Ποιητική συλλογή από την Μαρία (Μόιρα) Μπιζάνου 	poem
 “Αγέρες” – Ποιητική συλλογή του Πασχάλη Παπαβασιλείου 	poem
 “Του ανέμου δίλημμα” – Ποιητική συλλογή του Πασχάλη Παπαβασιλείου 	poem
 “Τέλος εποχής” – Ποιητική συλλογή του Πασχάλη Παπαβασιλείου 	poem
 “Πόθοι του χθες” – Ποιητική συλλογή του Πασχάλη Παπαβασιλείου 	poem
 “Ποιήματα 2017-2018” – Ποιητική συλλογή του Πασχάλη Παπαβασιλείου 	poem
 “Ελληνική ποίηση – Έλληνες ποιητές” – Συλλογή του Οδυσσέα Γκιλή 	poem
 “Εναρμόνια” – Ποιητική συλλογή του Βάιου Νικιώτη 	poem
 “Εξομολόγηση” – Ποιητική συλλογή της Μαρίας Φιλίπποβα-Χαντζή 	poem
 “Νοσταλγία” – Ποιητική συλλογή του Νίκου Βαρδάκα 	poem
 «Της καύλας» – Ποιητική συλλογή του Δημήτρη Φύσσα 	poem
 “Θαλάσσια μπάνια” – Ποιήματα του Βασίλη Λαλιώτη 	poem
"Επιλογή" - Γιώργος Στασινόπουλος	poem
 “Άχρονη Μετάβαση” – Ποιητική συλλογή του Γρηγόρη Σακαλή 	poem
 “Πρώτα Κατάλοιπα” – Ποίηση του Φώτη Παπαδόπουλου 	poem
"Ποιήματα" - Γιώργος Γκούμας	poem
"Ποιήματα" - Κώστας Σοφιανός	poem
 “Μελιδόνι” – Ποιητική συλλογή της Βασιλικής Λόη 	poem
"Χώρις" - Μιράντα Παπαδοπούλου	poem
 “Κατά ασπαράκτων” – Ποιητική συλλογή του Χρίστου Παλαιοπάνου 	poem
 “Δεσμώτες” – Ποιητική συλλογή του Κωνσταντίνου Κ. Χατούπη 	poem
 “Εφημερόπτερα” – Ποιητική συλλογή του Ντέμη Κωνσταντινίδη 	poem
 “Ανθρωποθυσία” – Ποιητική συλλογή του Γιάννη Βούλτου 	poem
 “Η ασφαλής ομήγυρη” – Ποιητική συλλογή του Ντέμη Κωνσταντινίδη 	poem
 “Περίπολος για τους εναπομείναντες” – Ποιήματα του Ντέμη Κωνσταντινίδη 	poem
 “Αχίλλειος Γραφή” – Ποιητική συλλογή της Μαρίας Χαραλαμπίδη 	poem
 “Γενναιολογικό Δέντρο” – Ποιητική συλλογή της Μαρίας Χαραλαμπίδη 	poem
“Εισπνοή έρωτα, εκπνοή θανάτου” – Ποιητική συλλογή του Κωνσταντίνου Σιάκα	poem
 “Σ’ αυτό το σύμπαν που τολμά” – Ποιητική συλλογή της Ελένης Σεμερτζίδου 	poem
 “Ταξίδι στη Ζωή” – Ποιητική συλλογή της Λένας Σεπτέμβρη 	poem
 “Ιδέες & ποίηση μιας απροσάρμοστης λογικής” – Ποιητική  συλλογή του Χρήστου Γεωργακόπουλου 	poem
 “Ζω ονειρευόμενος, Αγάπη” – Ποιητική συλλογή του Θάνου Πάσχου 	poem
 “Με μιας Μιλέδης τη ματιά” – Ποιητική συλλογή της Ελένης Σεμερτζίδου 	poem
 “Της μοναξιάς η ρίμα…” – Ποιητική συλλογή της Ελένης Σεμερτζίδου 	poem
 “Χαμένες ψηφίδες” – Ποιητική συλλογή του Θοδωρή Βοριά 	poem
 “Σε καιρούς χαλεπούς” – Ποιητική συλλογή της Μαρίας Μουρζά 	poem
 “Το γυάλινο δωμάτιο” – Ποιήματα & πεζοτράγουδα της Καίτης Λιανού – Ιωαννίδου 	poem
"Ποιήματα" - Συλλογή Α' του Νικόλαου Νεραντζή	poem
"Ποιήματα" - Συλλογή Β' του Νικόλαου Νεραντζή	poem
"Ποιήματα" - Συλλογή Γ' του Νικόλαου Νεραντζή	poem
 “Όνειρα σε κρεματόρια” – Ποιητική συλλογή του Σταύρου Δανιηλίδη 	poem
 “Κράτα την σιωπή” – Ποιητική συλλογή της Λίτσας Κυπραίου 	poem
 “Πάθη, λάθη κ’ έρωτες” – Ποιητική συλλογή της Θεοδώρας Φελέρη 	poem
 “Αικατερίνης Θεομηνίες” – Ποιητική συλλογή του Αντώνη Αντωνάκου 	poem
 “Φεγγαράκια” – Ποιητική συλλογή του Αντώνη Αντωνάκου 	poem
 “Στη γειτονιά των αγγέλων” – Ποιητική συλλογή του Γεωργίου Γαλάτση 	poem
 “Γιουσουρούμ” – Ποιητική συλλογή του Νίκου Λέκκα 	poem
 “Ο οβολός του λεμβούχου” – Ποιητική συλλογή του Βύρωνα Ρωμανού 	poem
 “Από τις Ερινύες στις Κήρες” – Ποιητική συλλογή του Γιώργου Καββαδία 	poem
 “Περπάτησα στο δρόμο που σκέπασε η στάχτη” – Ποιητική συλλογή  του Γιώργου Καββαδία 	poem
 “Η βουβή παρέμβαση ενός σήπτοντα νου” – Ποιητική συλλογή  του Φιλάρετου Στεφανάκη 	poem
 “Ο Samurai και ο Σπαρτιάτης” – Συλλογή χαϊκού του Θανάση Πάνου 	poem
 “Στου αιώνα μου το θαύμα” – Ποιητική συλλογή του Αλέξανδρου Βλαχιώτη 	poem
 “Η φαντασία ελεύθερη πετά” – Ποιητική συλλογή του Αλέξανδρου Βλαχιώτη 	poem
 “Τώρα περίμενε / Adesso Aspetta” – Ποιητική συλλογή από τον Χριστόφορο  Παπαχαραλάμπους & τον Gaetano Trimarchi 	poem
"Ψηφίδες" - Βάσω Αποστολοπούλου - Αναστασίου	poem
 “Η οργή της πεταλούδας” – Κοινωνική ποίηση του Δήμου Χλωπτσιούδη 	poem
 “Τα κενά… κι άλλα σκόρπια συναισθήματα” – Ποιητική συλλογή του Χάρη Γαντζούδη 	poem
 «Η λιτάνευση του ιχθύος» – Διηγήματα της Κατίνας Βλάχου 	prose
 «Μικρές αλήθειες» – Διηγήματα της Ρούλας Κοντέα 	prose
 «Σαν παραμύθι» – Διήγημα της Βενετίας Σπ. Βαλμά 	prose
 «Ταξίδια από χαρτί» – 16 μικρές ιστορίες 	prose
 «Αυτή είναι η δική μου ιστορία» – 26 ιστορίες ζωοφιλικού περιεχομένου 	prose
 «6 Φωνές, 6 Γυναίκες» – Συλλογή διηγημάτων 	prose
"Το σχολείο" - Ε' Διαγωνισμός του Στέλιου Ξεφλούδα	prose
"Λόγος του 18" - το βιβλίο net	prose
 «Ψήγματα» – Συλλογή διηγημάτων του Τάκη Κουφόπουλου 	prose
 «Εκδοχές» – Συλλογή διηγημάτων του Τάκη Κουφόπουλου 	prose
 «Σχάσεις» – Συλλογή διηγημάτων του Τάκη Κουφόπουλου 	prose
 «Η οδός» – Συλλογή διηγημάτων του Τάκη Κουφόπουλου 	prose
 «Μικρές σύγχρονες ιστορίες» – Συλλογή διηγημάτων του Τάκη Κουφόπουλου 	prose
 «European stories» – Συλλογή διηγημάτων από τους  νικητές του Βραβείου Λογοτεχνίας της Ευρωπαϊκής Ένωσης 	prose
 «Χίλια μιλιγκράμ απουσίας» – Συλλογή διηγημάτων του Μιχάλη Κατράκη 	prose
 «Από το σκοτάδι στο φως» – Διηγήματα των Αλέξανδρου Λιάμπα &  Μαρίας Μανώλη 	prose
 «Orenta 1863» – Διήγημα του Μιχάλη Κατράκη 	prose
"Χαρά.Ζει" - Γιάννης Τζανης	prose
"Ο ...Κατσαντώνης" - Διήγημα του Δημήτρη Τζουβάλη	prose
« Καφενείον "Το ωραίον Ξηρόμερον"» - Δημήτρης Τζουβάλης	prose
"Ονειροδρόμος - Εννιά όνειρα κι ένας εφιάλτης" - Δημήτρης Τζουβάλης	prose
"Αερήδες" - Διήγημα του Δημήτρη Τζουβάλη	prose
"Μυρωδιά από μοσχοσάπουνο" - Διήγημα του Δημήτρη Τζουβάλη	prose
"Αλλοτροπία - η πόλη με τ' ανθρωπάκια που κοιμούνται" - Μακρύ διήγημα του  Δημήτρη Τζουβάλη	prose
"Wrighte or Die" - Νίκος Γκίκας	prose
"Orenta 1763" - Μιχάλης Κατράκης	prose
 «Ο ανάποδος καθρέφτης» – Συλλογή διηγημάτων της Χριστίνας Σουλελέ 	prose
 «Η Προφητεία» – Διήγημα του Πύρρωνα Ηλειόπουλου 	prose
 «The Belvedere» – Διήγημα του Γιώργου Γλυκοφρύδη 	prose
"Μυθο-λογίες" - Απόστολος Λαγαριάς	prose
 «Εδώ Πολυτεχνείο» – Συλλογή διηγημάτων του Οδυσσέα Δαγκλή 	prose
 «Ορέ Ποίο; Ζακυνθινά Στιγμιότυπα» – Διηγήματα του Γιώργου Πυλαρινού 	prose
 «Της Τέχνης τα Φαρμάκια» – Διήγημα του Γιάννη Βλαχογιάννη 	prose
 «Ανθολόγιο των κακών Αμερικάνων» – Συλλογή διηγημάτων 	prose
 «Έχει φύλο η καρδιά;» – Πανελλήνιος Μαθητικός Διαγωνισμός  Δημιουργικής γραφής 	prose
"Εύα" - Βασίλειος Φ. Δρόλιας	prose
 «Ονειρεύτηκα τα Λευκά Χριστούγεννα» – Διήγημα του Θανάση Τριαρίδη 	prose
 «Κλεφτές Ματιές» – Συλλογή διηγημάτων του Στέφανου Λίβου 	prose
 «7 λέξεις» – 1ος διαγωνισμός διηγήματος “ΛόγωΤέχνης” 	prose
 «Ιστορίες διαδικτύου» – 2ος διαγωνισμός διηγήματος “ΛόγωΤέχνης” 	prose
 «Η μετάσταση» – Διήγημα του Κωνσταντίνου Ποζουκίδη 	prose
 «Το αγόρι πίσω απ’ το τζάμι» – Διήγημα του Θανάση Τριαρίδη 	prose
 «Ιστορίες της Άγριας Δύσης» – Συλλογή διηγημάτων του Μίνωα-Αθανάσιου  Καρυωτάκη 	prose
 «Οι Ναΐτες πετάχτηκαν δίπλα» – Διηγήματα του Γιώργου Τσαντίκου 	prose
 «Τρία φεγγάρια στην πλατεία» – Διηγήματα του Τέου Ρόμβου 	prose
 «Μαύρο χιόνι» – Διήγημα του Νώντα Τσίγκα 	prose
 «Μια παράξ3νη Κυρι4κή» – Διηγήματα – Συλλογικό έργο 	prose
 «Είμαστε επτά» – Διήγημα του Βασίλειου Δρόλια 	prose
 «Απογιούρα» – Συλλογή διηγημάτων του Δημήτρη Δεγαμινιώτη 	prose
 «Μορφές της κρίσης» – Διηγήματα – Συλλογικό έργο 	prose
 «Ουτοπίες > Ανατολή» – Συλλογή 13 διηγημάτων 	prose
 «Λοιπόν, κυρ-Δασινά» – Μικρές ιστορίες της Ασημίνα Λαμπράκου 	prose
 «Δυο Πιάνα» – Συλλογή ιστοριών της Τζίνας Μουκριώτη και του Βασίλη Λαλιώτη 	prose
 «Σε γκρίζο φόντο» – Διήγημα της Θεοδώρας Φελέρη 	prose
 «Υδροχόος με Σκορπιό» – Διηγήματα της Λένας Μαυρουδή Μούλιου 	prose
 «Η πόρτα στα δεξιά» – Διηγήματα της Λένας Μαυρουδή Μούλιου 	prose
 «Ιστορίες της κρίσης» – Διηγήματα του Χρήστου Γκίμτσα 	prose
"Ξανά" - Φαίη Φραγκισκάτου	prose
 «Εβδόμη εσπερινή» – Μικρές ιστορίες του Γιάννη Φαρσάρη 	prose
 «Έγκλημα στο χωριό» – Τα 12 βραβευμένα διηγήματα του Β ‘  Διαγωνισμού “Στέλιος Ξεφλούδας” 	prose
 «Καπνός» – Τα 15 βραβευμένα διηγήματα του Γ’ Διαγωνισμού “Στέλιος Ξεφλούδας” 	prose
 «Κάποτε στο Μεσολόγγι» – Συλλογή διηγημάτων του Οδυσσέα Δαγκλή 	prose
 «Κιμονό» – Διηγήματα του Γιάννη Μισουρίδη 	prose
"Μονόλογοι" - Συλλογικός Τόμος	prose
 «Όλα θα πάνε Καλά» – Διηγήματα του Μανώλη Μαυραντωνάκη 	prose
 «Το τραγούδι του μήνα» – Συλλογή ιστοριών της Γεωργίας Παπαδοπούλου 	prose
 «Σκόρπια και Ξεχασμένα» – Διηγήματα του Πάνου Κολιόπουλου 	prose
 «Τιμόκλη, φέτος να σμίγουμε ξανά» – Συλλογή διηγημάτων του Πάνου Α. Ζέρβα 	prose
 «Μετρώντας τα τραγούδια, αμέτρητα» – Ιστορίες του Πάνου Α. Ζέρβα 	prose
 «Ένας αυτοκρατορικός θάνατος» – Οκτώ ιστορίες της υπαίθρου του Πάνου Α. Ζέρβα 	prose
"Ο καρπός της γνώσεως του καλού" - Δημήτρης Τζουβάλης	prose
"Το βρακί της Νίκας" - δημήτρης Τζουβάλης	prose
"Νυχτανθοί και νεράιδες" - Δημήτρης Τζουβάλης	prose
"Ελεύθεροι Πολίτες" - Δημήτρης Τζουβάλης	prose
"Διοικητής Φρουράς Μαραθώνος" - Δημήτρης Τζουβάλης	prose
"Δια τας ανάγκας του Ιδρύματος" - Δημήτρης Τζουβάλης	prose
 «Στο Φυλάκιο της Ερημιάς» – Διήγημα του Κώστα Βουλαζέρη 	prose
 «Οι Άνεμοι, το Μήνυμα, και ο Κώδικας» – Διήγημα του Κώστα Βουλαζέρη 	prose
 «Ο Λαγός και το Άνοιγμα του Χρόνου» – Διήγημα του Κώστα Βουλαζέρη 	prose
 «Ένα Τρένο με Πολύχρωμες Γυναίκες» – Διήγημα του Κώστα Βουλαζέρη 	prose
 «Ταξιδιώτης από το παρελθόν» – Διήγημα του Μάριου Μητσόπουλου 	prose
 «Το πέταγμα των δράκων» – Διήγημα του Μάριου Μητσόπουλου 	prose
 «Το πάρτι των νεκρών» – Διήγημα του Ερρίκου Καλύβα 	prose
 «Mundus» – Συλλογή ιστοριών του Μάριου Μητσόπουλου 	prose
 «Σκιές του παρελθόντος» – Διήγημα της Νατάσσας Θάνου 	prose
 «Η μάσκα της χαράς!» – Διήγημα της Νατάσσας Θάνου 	prose
"Acid Treep" - Γιάννης Τζανης	prose
 «Δέκα διάλογοι κι ένας μονόλογος» – Συλλογή του Βασίλη Κ. Αθανασιάδη 	prose
 «Ο Ξένος» – Τα 14 βραβευμένα διηγήματα του Δ ‘ Διαγωνισμού  “Στέλιος Ξεφλούδας” 	prose
 «Το γάλα των παιδιών και άλλα διηγήματα» του Χρήστου Γεωργιάδη 	prose
 «Τα είδωλα ξαναστήνονται τη νύχτα» – Διηγήματα του Κώστα Πουλιανίτη 	prose
"Σύνεργα' - Ευάγγελος Τζάνος	prose
 «Οι πρώτες σελίδες» – Συλλογή διηγημάτων του Χάρη Γαντζούδη 	prose
 «Το ταξίδι ενός χαρτονομίσματος» – Διηγήματα // συλλογικό έργο 	prose
 «Τα πέτρινα Χριστούγεννα» – Οπτικοποιημένο αφήγημα του Τάσου  Αγγελίδη-Γκέντζου 	prose
 «Μαζί» – Συλλογή διηγημάτων της Ευρυδίκης Αμανατίδου & του Γιάννη Λαμπράκη 	prose
 «Ιστορίες από ένα παγκάκι» – Διηγήματα // Συλλογικό έργο 	prose
 «Ένα ταξίδι… αλλιώς» – Διηγήματα // Συλλογικό έργο 	prose
 «Και μετά θα ζήσω τη ζωή μου» – Συλλογή διηγημάτων της Μαρίνας Αποστόλου 	prose
"Και αν;" - Ελευθερία Πασσά	prose
 «Θύτες και θύματα» – Συλλογή διηγημάτων της Ιφιγένειας Φασφαλή 	prose
"Δίνη" - Στέλλα ασημακοπούλου	prose
 «Τεθλασμένη ζωή» – Συλλογή διηγημάτων της Άννας Δεληγιάννη-Τσιουλπά 	prose
"Αναχώρηση" - Νίκος Σουβατζής	prose
 «Γαλήνης πλάσματα» – Συλλογή διηγημάτων του Ανδρέα Ανδρέου – Παπαπέτρου 	prose
 «Το Τέρας» – Συλλογή διηγημάτων του Απόστολου Λαγαρία 	prose
 «Ιστορίες δυο σελίδων» – Συλλογή διηγημάτων του Θανάση Μπατσακίδη	prose
 «Ακαδημίας 58α» – Διήγημα του Δημήτριου Κανελλόπουλου	prose
 «Γαλανή και Λεύκιος» – Διηγήματα του Λάκη Φουρουκλά 	prose
 «Τα ίχνη των ονείρων» – Διήγημα του Θάνου Μαντζάνα 	prose
 «Η εξομολόγηση μιας κάμερας» – Διήγημα του Αρχοντή Χρυσουλά 	prose
 «Ο πορτιέρης» – Διήγημα του Αρχοντή Χρυσουλά 	prose
 «Τα Μεταμεσονύχτια» – Μικρές ιστορίες της Σοφίας Γκιούσου 	prose
 «Σκόνη στον Καθρέφτη» – Διηγήματα του Αχιλλέα Ε. Αρχοντή 	prose
 «Ασσασίνοι του Βορρά Δροσουλίτες του Νότου»  – Διηγήματα του Τέου Ρόμβου 	prose
 «Δέκα μονόλογοι, ένας διάλογος» – Διηγήματα του Βασίλη Κ. Αθανασιάδη 	prose
 «Κύκλοι στη θάλασσα… και άλλες ιστορίες» – Διηγήματα του Χάρη Γαντζούδη 	prose
"Δύο Θέματα και Ένα σεμινάριο" - Βασίλης Αθανασιάδης	prose
 «Σφηνοειδείς γραφές» – Πεζογράφημα του Απόστολου Σπυράκη 	prose
 «Στην οδό Ευμολπιδών» – Διήγημα του Ευάγγελου Τζάνου 	prose
 «Το πράσινο ποτάμι» – Διήγημα επιστημονικής φαντασίας του Νίκου Φάκου 	prose
"Δείπνο για 4" - Γιάννης Τζανής	prose
 «Η επόμενη στροφή» – Διήγημα της Κατερίνας Τζωρτζακάκη 	prose
 «Ο θησαυρός της γιαγιάς» – Διήγημα της Σμαραγδής Μητροπούλου 	prose
 «Ο Τίποτας» – Διήγημα της Αντιγόνης Σώρρου 	prose
 «Εγώ και εσύ» – Διήγημα του Κώστα Χαραλάμπους & της Γεωργίας Κολοβελώνη 	prose
"Καφέ" - Βαγγέλης & Κώστας Θερμογιάννης	prose
 «Εσωτερικός μετανάστης στο Εξωτερικό» – Διήγημα της Άννας  Δεληγιάννη Τσιουλπά 	prose
 «Ιστορίες με δύο όψεις» – Συλλογικό έργο 	prose
 «WebEx – Συχνά Ερωτήματα και Απαντήσεις» – Εγχειρίδιο του Πανελλήνιου  Σχολικού Δικτύου 	manual
 «Μικρός Οδηγός Webex για εκπαιδευτικούς» – Εγχειρίδιο της  Γεωργίας Τσακαλογιάννη 	manual
 «Microsoft Forms» – Εγχειρίδιο του Γεώργιου Φιλιππούση 	manual
 «Εργαλεία Web 2.0 για την Εκπαίδευση» – Εγχειρίδιο χρήσης για τον εκπαιδευτικό 	manual
